invoice_no,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount,date,day,month,year,month/year,quarter,week
I229355,Male,28,Shoes,5,3000.85,Credit Card,30/01/2021,Kanyon,15004.25,2021-01-30,30,1,2021,2021-01,1,4
I147727,Female,38,Books,1,15.15,Credit Card,17/04/2022,Kanyon,15.15,2022-04-17,17,4,2022,2022-04,2,15
I504141,Female,56,Cosmetics,1,40.66,Credit Card,23/02/2023,Kanyon,40.66,2023-02-23,23,2,2023,2023-02,1,8
I246151,Male,25,Books,3,45.45,Debit Card,5/7/2021,Metropol AVM,136.35000000000002,2021-07-05,5,7,2021,2021-07,3,27
I164675,Male,66,Books,5,75.75,Cash,31/08/2021,Kanyon,378.75,2021-08-31,31,8,2021,2021-08,3,35
I606511,Female,37,Souvenir,2,23.46,Credit Card,9/9/2022,Viaport Outlet,46.92,2022-09-09,9,9,2022,2022-09,3,36
I342816,Female,19,Food & Beverage,2,10.46,Cash,4/11/2021,Mall of Istanbul,20.92,2021-11-04,4,11,2021,2021-11,4,44
I151764,Female,53,Clothing,5,1500.4,Cash,30/06/2022,Kanyon,7502.0,2022-06-30,30,6,2022,2022-06,2,26
I226172,Female,69,Shoes,1,600.17,Cash,24/07/2021,Kanyon,600.17,2021-07-24,24,7,2021,2021-07,3,29
I737630,Male,69,Clothing,5,1500.4,Cash,15/04/2022,Metropol AVM,7502.0,2022-04-15,15,4,2022,2022-04,2,15
I891311,Female,31,Food & Beverage,2,10.46,Debit Card,25/09/2021,Metropol AVM,20.92,2021-09-25,25,9,2021,2021-09,3,38
I127733,Male,39,Books,5,75.75,Cash,24/08/2021,Kanyon,378.75,2021-08-24,24,8,2021,2021-08,3,34
I202398,Male,53,Shoes,5,3000.85,Cash,26/01/2021,Zorlu Center,15004.25,2021-01-26,26,1,2021,2021-01,1,4
I160585,Male,26,Cosmetics,2,81.32,Cash,5/2/2022,Metropol AVM,162.64,2022-02-05,5,2,2022,2022-02,1,5
I771414,Male,63,Food & Beverage,3,15.69,Cash,9/12/2022,Forum Istanbul,47.07,2022-12-09,9,12,2022,2022-12,4,49
I139520,Female,34,Clothing,5,1500.4,Cash,14/02/2021,Mall of Istanbul,7502.0,2021-02-14,14,2,2021,2021-02,1,6
I291540,Male,25,Food & Beverage,1,5.23,Debit Card,17/07/2022,Kanyon,5.23,2022-07-17,17,7,2022,2022-07,3,28
I798213,Female,20,Shoes,3,1800.51,Cash,3/1/2021,Metropol AVM,5401.53,2021-01-03,3,1,2021,2021-01,1,53
I232338,Female,18,Clothing,4,1200.32,Debit Card,22/09/2022,Metropol AVM,4801.28,2022-09-22,22,9,2022,2022-09,3,38
I267713,Male,53,Cosmetics,4,162.64,Credit Card,27/06/2021,Kanyon,650.56,2021-06-27,27,6,2021,2021-06,2,25
I525798,Male,46,Cosmetics,4,162.64,Cash,3/2/2023,Mall of Istanbul,650.56,2023-02-03,3,2,2023,2023-02,1,5
I353272,Female,34,Clothing,1,300.08,Credit Card,29/07/2021,Istinye Park,300.08,2021-07-29,29,7,2021,2021-07,3,30
I165687,Female,61,Clothing,3,900.24,Cash,8/12/2022,Metropol AVM,2700.7200000000003,2022-12-08,8,12,2022,2022-12,4,49
I169015,Female,38,Clothing,5,1500.4,Credit Card,11/8/2022,Mall of Istanbul,7502.0,2022-08-11,11,8,2022,2022-08,3,32
I111305,Female,67,Food & Beverage,3,15.69,Cash,13/09/2021,Metropol AVM,47.07,2021-09-13,13,9,2021,2021-09,3,37
I187171,Male,33,Toys,4,143.36,Credit Card,27/05/2022,Istinye Park,573.44,2022-05-27,27,5,2022,2022-05,2,21
I148276,Female,63,Clothing,4,1200.32,Debit Card,7/12/2022,Zorlu Center,4801.28,2022-12-07,7,12,2022,2022-12,4,49
I783231,Female,21,Clothing,5,1500.4,Debit Card,5/1/2022,Cevahir AVM,7502.0,2022-01-05,5,1,2022,2022-01,1,1
I313426,Female,41,Cosmetics,4,162.64,Debit Card,5/4/2022,Kanyon,650.56,2022-04-05,5,4,2022,2022-04,2,14
I112291,Female,48,Food & Beverage,1,5.23,Credit Card,10/1/2022,Cevahir AVM,5.23,2022-01-10,10,1,2022,2022-01,1,2
I402983,Male,27,Technology,1,1050.0,Debit Card,30/01/2022,Kanyon,1050.0,2022-01-30,30,1,2022,2022-01,1,4
I155076,Female,22,Toys,5,179.2,Credit Card,21/12/2022,Kanyon,896.0,2022-12-21,21,12,2022,2022-12,4,51
I204056,Female,54,Clothing,4,1200.32,Credit Card,24/02/2021,Metropol AVM,4801.28,2021-02-24,24,2,2021,2021-02,1,8
I218385,Female,51,Toys,1,35.84,Cash,19/07/2022,Metrocity,35.84,2022-07-19,19,7,2022,2022-07,3,29
I198698,Female,29,Clothing,1,300.08,Debit Card,15/01/2023,Metropol AVM,300.08,2023-01-15,15,1,2023,2023-01,1,2
I428118,Female,44,Shoes,2,1200.34,Credit Card,12/1/2023,Kanyon,2400.68,2023-01-12,12,1,2023,2023-01,1,2
I204147,Female,20,Shoes,3,1800.51,Credit Card,5/11/2022,Kanyon,5401.53,2022-11-05,5,11,2022,2022-11,4,44
I361028,Female,59,Shoes,2,1200.34,Cash,23/07/2021,Metrocity,2400.68,2021-07-23,23,7,2021,2021-07,3,29
I915945,Female,23,Clothing,4,1200.32,Credit Card,30/06/2022,Metropol AVM,4801.28,2022-06-30,30,6,2022,2022-06,2,26
I165461,Female,25,Clothing,1,300.08,Credit Card,1/11/2022,Emaar Square Mall,300.08,2022-11-01,1,11,2022,2022-11,4,44
I762381,Male,63,Shoes,1,600.17,Cash,27/10/2022,Kanyon,600.17,2022-10-27,27,10,2022,2022-10,4,43
I818298,Male,21,Clothing,5,1500.4,Debit Card,21/08/2022,Kanyon,7502.0,2022-08-21,21,8,2022,2022-08,3,33
I261290,Female,56,Clothing,3,900.24,Credit Card,13/03/2021,Cevahir AVM,2700.7200000000003,2021-03-13,13,3,2021,2021-03,1,10
I215578,Male,39,Cosmetics,2,81.32,Credit Card,4/8/2022,Kanyon,162.64,2022-08-04,4,8,2022,2022-08,3,31
I136666,Male,50,Food & Beverage,2,10.46,Credit Card,1/4/2021,Mall of Istanbul,20.92,2021-04-01,1,4,2021,2021-04,2,13
I120948,Female,54,Shoes,4,2400.68,Debit Card,8/8/2021,Mall of Istanbul,9602.72,2021-08-08,8,8,2021,2021-08,3,31
I173679,Male,27,Technology,3,3150.0,Credit Card,28/06/2021,Viaport Outlet,9450.0,2021-06-28,28,6,2021,2021-06,2,26
I638275,Male,56,Clothing,5,1500.4,Credit Card,25/01/2021,Emaar Square Mall,7502.0,2021-01-25,25,1,2021,2021-01,1,4
I551237,Female,53,Clothing,4,1200.32,Cash,22/11/2021,Metropol AVM,4801.28,2021-11-22,22,11,2021,2021-11,4,47
I239285,Female,62,Cosmetics,3,121.98,Credit Card,13/11/2022,Viaport Outlet,365.94,2022-11-13,13,11,2022,2022-11,4,45
I723062,Female,42,Clothing,4,1200.32,Credit Card,12/8/2022,Kanyon,4801.28,2022-08-12,12,8,2022,2022-08,3,32
I353329,Female,68,Toys,2,71.68,Credit Card,18/09/2022,Metrocity,143.36,2022-09-18,18,9,2022,2022-09,3,37
I321920,Male,27,Clothing,4,1200.32,Cash,8/6/2021,Mall of Istanbul,4801.28,2021-06-08,8,6,2021,2021-06,2,23
I176115,Male,39,Cosmetics,4,162.64,Cash,30/08/2021,Viaport Outlet,650.56,2021-08-30,30,8,2021,2021-08,3,35
I251743,Male,44,Toys,3,107.52,Debit Card,19/06/2022,Kanyon,322.56,2022-06-19,19,6,2022,2022-06,2,24
I964173,Female,52,Clothing,3,900.24,Debit Card,15/12/2022,Emaar Square Mall,2700.7200000000003,2022-12-15,15,12,2022,2022-12,4,50
I334389,Female,19,Cosmetics,2,81.32,Cash,29/12/2021,Mall of Istanbul,162.64,2021-12-29,29,12,2021,2021-12,4,52
I251855,Female,68,Cosmetics,3,121.98,Credit Card,19/06/2022,Cevahir AVM,365.94,2022-06-19,19,6,2022,2022-06,2,24
I985808,Male,22,Books,5,75.75,Cash,16/06/2021,Emaar Square Mall,378.75,2021-06-16,16,6,2021,2021-06,2,24
I224565,Male,61,Shoes,1,600.17,Cash,7/2/2021,Emaar Square Mall,600.17,2021-02-07,7,2,2021,2021-02,1,5
I239703,Male,23,Food & Beverage,3,15.69,Credit Card,17/01/2023,Kanyon,47.07,2023-01-17,17,1,2023,2023-01,1,3
I156413,Male,34,Cosmetics,5,203.3,Debit Card,20/01/2022,Metrocity,1016.5,2022-01-20,20,1,2022,2022-01,1,3
I158683,Female,33,Souvenir,2,23.46,Debit Card,31/07/2022,Metrocity,46.92,2022-07-31,31,7,2022,2022-07,3,30
I983860,Female,60,Shoes,1,600.17,Credit Card,30/09/2021,Metropol AVM,600.17,2021-09-30,30,9,2021,2021-09,3,39
I119809,Female,24,Food & Beverage,1,5.23,Debit Card,6/4/2022,Zorlu Center,5.23,2022-04-06,6,4,2022,2022-04,2,14
I319942,Male,53,Cosmetics,5,203.3,Debit Card,14/11/2022,Mall of Istanbul,1016.5,2022-11-14,14,11,2022,2022-11,4,46
I133278,Male,22,Clothing,3,900.24,Credit Card,24/02/2021,Metrocity,2700.7200000000003,2021-02-24,24,2,2021,2021-02,1,8
I252084,Male,50,Souvenir,4,46.92,Cash,25/05/2021,Metrocity,187.68,2021-05-25,25,5,2021,2021-05,2,21
I182889,Male,49,Clothing,2,600.16,Credit Card,22/03/2021,Metrocity,1200.32,2021-03-22,22,3,2021,2021-03,1,12
I106271,Male,31,Clothing,1,300.08,Debit Card,22/12/2022,Mall of Istanbul,300.08,2022-12-22,22,12,2022,2022-12,4,51
I112481,Male,29,Food & Beverage,5,26.15,Cash,7/7/2021,Cevahir AVM,130.75,2021-07-07,7,7,2021,2021-07,3,27
I240751,Female,52,Food & Beverage,1,5.23,Credit Card,18/09/2021,Kanyon,5.23,2021-09-18,18,9,2021,2021-09,3,37
I282789,Female,67,Cosmetics,2,81.32,Cash,18/02/2022,Istinye Park,162.64,2022-02-18,18,2,2022,2022-02,1,7
I676291,Female,50,Food & Beverage,2,10.46,Cash,13/06/2021,Metropol AVM,20.92,2021-06-13,13,6,2021,2021-06,2,23
I827069,Female,58,Toys,5,179.2,Cash,30/05/2021,Mall of Istanbul,896.0,2021-05-30,30,5,2021,2021-05,2,21
I242823,Female,50,Clothing,4,1200.32,Debit Card,26/03/2021,Metropol AVM,4801.28,2021-03-26,26,3,2021,2021-03,1,12
I208631,Female,68,Technology,2,2100.0,Credit Card,27/07/2022,Kanyon,4200.0,2022-07-27,27,7,2022,2022-07,3,30
I139308,Female,59,Souvenir,2,23.46,Credit Card,6/4/2022,Emaar Square Mall,46.92,2022-04-06,6,4,2022,2022-04,2,14
I177201,Female,66,Clothing,5,1500.4,Cash,4/2/2022,Forum Istanbul,7502.0,2022-02-04,4,2,2022,2022-02,1,5
I263818,Male,69,Souvenir,4,46.92,Cash,26/06/2022,Zorlu Center,187.68,2022-06-26,26,6,2022,2022-06,2,25
I174966,Male,27,Food & Beverage,5,26.15,Cash,25/07/2022,Mall of Istanbul,130.75,2022-07-25,25,7,2022,2022-07,3,30
I186896,Female,52,Toys,1,35.84,Credit Card,19/09/2021,Zorlu Center,35.84,2021-09-19,19,9,2021,2021-09,3,37
I207465,Female,27,Clothing,2,600.16,Cash,10/10/2022,Istinye Park,1200.32,2022-10-10,10,10,2022,2022-10,4,41
I191148,Female,43,Technology,2,2100.0,Credit Card,29/03/2022,Forum Istanbul,4200.0,2022-03-29,29,3,2022,2022-03,1,13
I159487,Male,36,Clothing,1,300.08,Cash,9/7/2021,Emaar Square Mall,300.08,2021-07-09,9,7,2021,2021-07,3,27
I215141,Female,19,Souvenir,1,11.73,Cash,25/01/2022,Kanyon,11.73,2022-01-25,25,1,2022,2022-01,1,4
I235828,Male,21,Books,5,75.75,Cash,14/12/2021,Metrocity,378.75,2021-12-14,14,12,2021,2021-12,4,50
I281274,Male,20,Clothing,1,300.08,Cash,4/9/2022,Kanyon,300.08,2022-09-04,4,9,2022,2022-09,3,35
I135898,Female,23,Toys,2,71.68,Debit Card,14/08/2022,Metropol AVM,143.36,2022-08-14,14,8,2022,2022-08,3,32
I943072,Female,52,Cosmetics,2,81.32,Cash,3/2/2022,Metrocity,162.64,2022-02-03,3,2,2022,2022-02,1,5
I142738,Male,24,Clothing,4,1200.32,Credit Card,3/1/2021,Kanyon,4801.28,2021-01-03,3,1,2021,2021-01,1,53
I304665,Female,20,Food & Beverage,5,26.15,Credit Card,5/12/2021,Metropol AVM,130.75,2021-12-05,5,12,2021,2021-12,4,48
I133240,Male,58,Toys,3,107.52,Credit Card,14/06/2022,Zorlu Center,322.56,2022-06-14,14,6,2022,2022-06,2,24
I215906,Male,21,Clothing,4,1200.32,Debit Card,13/08/2021,Mall of Istanbul,4801.28,2021-08-13,13,8,2021,2021-08,3,32
I247747,Male,35,Shoes,2,1200.34,Cash,11/1/2022,Istinye Park,2400.68,2022-01-11,11,1,2022,2022-01,1,2
I227154,Female,29,Cosmetics,3,121.98,Cash,22/12/2021,Kanyon,365.94,2021-12-22,22,12,2021,2021-12,4,51
I133197,Male,68,Cosmetics,2,81.32,Credit Card,4/2/2021,Forum Istanbul,162.64,2021-02-04,4,2,2021,2021-02,1,5
I542618,Female,50,Cosmetics,3,121.98,Debit Card,22/02/2022,Emaar Square Mall,365.94,2022-02-22,22,2,2022,2022-02,1,8
I522612,Female,44,Toys,3,107.52,Cash,14/09/2021,Kanyon,322.56,2021-09-14,14,9,2021,2021-09,3,37
I336817,Female,47,Clothing,1,300.08,Cash,3/8/2021,Cevahir AVM,300.08,2021-08-03,3,8,2021,2021-08,3,31
I216982,Female,48,Souvenir,4,46.92,Cash,2/1/2023,Metrocity,187.68,2023-01-02,2,1,2023,2023-01,1,1
I317443,Female,39,Toys,1,35.84,Credit Card,23/11/2022,Mall of Istanbul,35.84,2022-11-23,23,11,2022,2022-11,4,47
I115679,Male,27,Clothing,1,300.08,Cash,10/1/2023,Kanyon,300.08,2023-01-10,10,1,2023,2023-01,1,2
I227707,Female,34,Shoes,4,2400.68,Cash,10/1/2022,Viaport Outlet,9602.72,2022-01-10,10,1,2022,2022-01,1,2
I238456,Female,65,Food & Beverage,1,5.23,Cash,6/8/2022,Kanyon,5.23,2022-08-06,6,8,2022,2022-08,3,31
I940840,Female,53,Cosmetics,2,81.32,Cash,19/02/2023,Istinye Park,162.64,2023-02-19,19,2,2023,2023-02,1,7
I298805,Female,19,Food & Beverage,3,15.69,Credit Card,29/06/2021,Kanyon,47.07,2021-06-29,29,6,2021,2021-06,2,26
I169894,Female,19,Clothing,2,600.16,Cash,1/7/2021,Istinye Park,1200.32,2021-07-01,1,7,2021,2021-07,3,26
I183571,Female,31,Food & Beverage,1,5.23,Credit Card,7/2/2022,Metrocity,5.23,2022-02-07,7,2,2022,2022-02,1,6
I921232,Female,43,Toys,2,71.68,Cash,10/10/2021,Cevahir AVM,143.36,2021-10-10,10,10,2021,2021-10,4,40
I130799,Male,42,Clothing,3,900.24,Credit Card,30/06/2021,Metrocity,2700.7200000000003,2021-06-30,30,6,2021,2021-06,2,26
I199384,Male,58,Books,4,60.6,Credit Card,24/03/2022,Kanyon,242.4,2022-03-24,24,3,2022,2022-03,1,12
I300557,Female,34,Cosmetics,3,121.98,Debit Card,17/09/2022,Istinye Park,365.94,2022-09-17,17,9,2022,2022-09,3,37
I162186,Female,32,Cosmetics,2,81.32,Debit Card,31/07/2021,Istinye Park,162.64,2021-07-31,31,7,2021,2021-07,3,30
I299125,Male,27,Souvenir,4,46.92,Credit Card,21/11/2022,Kanyon,187.68,2022-11-21,21,11,2022,2022-11,4,47
I720017,Female,28,Food & Beverage,2,10.46,Credit Card,4/9/2022,Kanyon,20.92,2022-09-04,4,9,2022,2022-09,3,35
I293086,Male,55,Cosmetics,3,121.98,Credit Card,18/02/2021,Kanyon,365.94,2021-02-18,18,2,2021,2021-02,1,7
I995407,Female,48,Souvenir,3,35.19,Cash,21/03/2021,Metropol AVM,105.57,2021-03-21,21,3,2021,2021-03,1,11
I306845,Female,46,Food & Beverage,4,20.92,Credit Card,2/9/2022,Mall of Istanbul,83.68,2022-09-02,2,9,2022,2022-09,3,35
I274190,Female,20,Toys,3,107.52,Cash,16/06/2021,Metropol AVM,322.56,2021-06-16,16,6,2021,2021-06,2,24
I305432,Male,39,Toys,3,107.52,Credit Card,26/01/2023,Mall of Istanbul,322.56,2023-01-26,26,1,2023,2023-01,1,4
I224122,Male,44,Clothing,5,1500.4,Credit Card,1/7/2022,Mall of Istanbul,7502.0,2022-07-01,1,7,2022,2022-07,3,26
I119142,Female,35,Cosmetics,5,203.3,Debit Card,25/01/2023,Cevahir AVM,1016.5,2023-01-25,25,1,2023,2023-01,1,4
I117526,Male,48,Cosmetics,5,203.3,Credit Card,23/09/2022,Emaar Square Mall,1016.5,2022-09-23,23,9,2022,2022-09,3,38
I195735,Female,22,Clothing,1,300.08,Credit Card,8/9/2021,Kanyon,300.08,2021-09-08,8,9,2021,2021-09,3,36
I243930,Female,52,Technology,3,3150.0,Debit Card,31/10/2022,Istinye Park,9450.0,2022-10-31,31,10,2022,2022-10,4,44
I320007,Male,45,Clothing,5,1500.4,Debit Card,18/10/2021,Metrocity,7502.0,2021-10-18,18,10,2021,2021-10,4,42
I339004,Male,64,Clothing,4,1200.32,Credit Card,15/07/2022,Mall of Istanbul,4801.28,2022-07-15,15,7,2022,2022-07,3,28
I139437,Male,38,Souvenir,5,58.65,Credit Card,31/05/2021,Mall of Istanbul,293.25,2021-05-31,31,5,2021,2021-05,2,22
I325491,Female,45,Shoes,2,1200.34,Cash,22/12/2021,Kanyon,2400.68,2021-12-22,22,12,2021,2021-12,4,51
I332582,Female,41,Souvenir,5,58.65,Cash,28/10/2022,Metropol AVM,293.25,2022-10-28,28,10,2022,2022-10,4,43
I976566,Female,57,Cosmetics,1,40.66,Cash,13/06/2021,Forum Istanbul,40.66,2021-06-13,13,6,2021,2021-06,2,23
I420592,Male,57,Food & Beverage,4,20.92,Debit Card,25/09/2022,Kanyon,83.68,2022-09-25,25,9,2022,2022-09,3,38
I312499,Female,60,Books,1,15.15,Credit Card,18/08/2021,Mall of Istanbul,15.15,2021-08-18,18,8,2021,2021-08,3,33
I304591,Female,44,Food & Beverage,2,10.46,Debit Card,16/09/2021,Kanyon,20.92,2021-09-16,16,9,2021,2021-09,3,37
I122118,Male,38,Cosmetics,5,203.3,Cash,15/11/2022,Metrocity,1016.5,2022-11-15,15,11,2022,2022-11,4,46
I297539,Male,65,Food & Beverage,3,15.69,Credit Card,7/8/2021,Mall of Istanbul,47.07,2021-08-07,7,8,2021,2021-08,3,31
I339496,Male,30,Clothing,1,300.08,Debit Card,25/05/2021,Metropol AVM,300.08,2021-05-25,25,5,2021,2021-05,2,21
I160687,Female,50,Clothing,2,600.16,Debit Card,12/7/2022,Istinye Park,1200.32,2022-07-12,12,7,2022,2022-07,3,28
I153842,Female,19,Food & Beverage,3,15.69,Credit Card,14/09/2022,Forum Istanbul,47.07,2022-09-14,14,9,2022,2022-09,3,37
I615452,Male,26,Shoes,1,600.17,Debit Card,6/3/2022,Metrocity,600.17,2022-03-06,6,3,2022,2022-03,1,9
I908600,Female,54,Cosmetics,4,162.64,Credit Card,23/02/2023,Forum Istanbul,650.56,2023-02-23,23,2,2023,2023-02,1,8
I708279,Female,63,Cosmetics,3,121.98,Credit Card,25/06/2021,Emaar Square Mall,365.94,2021-06-25,25,6,2021,2021-06,2,25
I328691,Female,66,Clothing,2,600.16,Debit Card,31/07/2022,Metrocity,1200.32,2022-07-31,31,7,2022,2022-07,3,30
I423782,Female,48,Cosmetics,2,81.32,Debit Card,8/4/2021,Mall of Istanbul,162.64,2021-04-08,8,4,2021,2021-04,2,14
I123315,Male,46,Clothing,2,600.16,Debit Card,1/4/2021,Zorlu Center,1200.32,2021-04-01,1,4,2021,2021-04,2,13
I182578,Male,54,Shoes,4,2400.68,Cash,13/02/2022,Kanyon,9602.72,2022-02-13,13,2,2022,2022-02,1,6
I403818,Male,62,Books,5,75.75,Cash,15/06/2022,Viaport Outlet,378.75,2022-06-15,15,6,2022,2022-06,2,24
I508712,Female,64,Toys,3,107.52,Credit Card,19/07/2022,Mall of Istanbul,322.56,2022-07-19,19,7,2022,2022-07,3,29
I959992,Male,55,Food & Beverage,3,15.69,Cash,1/7/2022,Metrocity,47.07,2022-07-01,1,7,2022,2022-07,3,26
I279688,Female,20,Clothing,1,300.08,Credit Card,19/06/2021,Cevahir AVM,300.08,2021-06-19,19,6,2021,2021-06,2,24
I300847,Male,41,Toys,5,179.2,Credit Card,11/1/2022,Istinye Park,896.0,2022-01-11,11,1,2022,2022-01,1,2
I170966,Male,54,Food & Beverage,5,26.15,Credit Card,5/12/2022,Istinye Park,130.75,2022-12-05,5,12,2022,2022-12,4,49
I230221,Male,34,Clothing,1,300.08,Cash,21/04/2021,Metropol AVM,300.08,2021-04-21,21,4,2021,2021-04,2,16
I317354,Female,31,Clothing,1,300.08,Cash,10/11/2021,Metropol AVM,300.08,2021-11-10,10,11,2021,2021-11,4,45
I155404,Male,48,Toys,4,143.36,Cash,19/09/2022,Metrocity,573.44,2022-09-19,19,9,2022,2022-09,3,38
I151181,Female,44,Clothing,2,600.16,Debit Card,18/01/2021,Emaar Square Mall,1200.32,2021-01-18,18,1,2021,2021-01,1,3
I144046,Female,42,Shoes,1,600.17,Credit Card,21/04/2022,Kanyon,600.17,2022-04-21,21,4,2022,2022-04,2,16
I959386,Male,25,Shoes,1,600.17,Credit Card,25/11/2022,Mall of Istanbul,600.17,2022-11-25,25,11,2022,2022-11,4,47
I737965,Male,64,Clothing,5,1500.4,Cash,9/11/2022,Kanyon,7502.0,2022-11-09,9,11,2022,2022-11,4,45
I194017,Female,67,Technology,5,5250.0,Cash,3/1/2022,Kanyon,26250.0,2022-01-03,3,1,2022,2022-01,1,1
I252777,Female,55,Clothing,2,600.16,Cash,19/02/2022,Zorlu Center,1200.32,2022-02-19,19,2,2022,2022-02,1,7
I254142,Female,62,Shoes,3,1800.51,Credit Card,15/12/2022,Emaar Square Mall,5401.53,2022-12-15,15,12,2022,2022-12,4,50
I120850,Female,54,Clothing,2,600.16,Credit Card,8/11/2021,Metrocity,1200.32,2021-11-08,8,11,2021,2021-11,4,45
I220285,Female,43,Food & Beverage,4,20.92,Credit Card,1/5/2022,Kanyon,83.68,2022-05-01,1,5,2022,2022-05,2,17
I180980,Female,30,Clothing,2,600.16,Cash,14/04/2021,Forum Istanbul,1200.32,2021-04-14,14,4,2021,2021-04,2,15
I301451,Female,58,Cosmetics,5,203.3,Debit Card,28/06/2021,Kanyon,1016.5,2021-06-28,28,6,2021,2021-06,2,26
I125700,Male,49,Shoes,5,3000.85,Credit Card,10/6/2022,Forum Istanbul,15004.25,2022-06-10,10,6,2022,2022-06,2,23
I533062,Female,49,Clothing,3,900.24,Cash,12/5/2022,Mall of Istanbul,2700.7200000000003,2022-05-12,12,5,2022,2022-05,2,19
I998874,Female,19,Clothing,5,1500.4,Debit Card,27/12/2022,Mall of Istanbul,7502.0,2022-12-27,27,12,2022,2022-12,4,52
I325619,Female,58,Food & Beverage,1,5.23,Debit Card,16/08/2021,Kanyon,5.23,2021-08-16,16,8,2021,2021-08,3,33
I200646,Female,49,Food & Beverage,2,10.46,Credit Card,5/3/2021,Kanyon,20.92,2021-03-05,5,3,2021,2021-03,1,9
I337094,Female,50,Technology,1,1050.0,Cash,9/2/2023,Zorlu Center,1050.0,2023-02-09,9,2,2023,2023-02,1,6
I436935,Female,21,Cosmetics,4,162.64,Cash,26/02/2023,Istinye Park,650.56,2023-02-26,26,2,2023,2023-02,1,8
I585560,Male,21,Shoes,2,1200.34,Cash,17/02/2023,Mall of Istanbul,2400.68,2023-02-17,17,2,2023,2023-02,1,7
I191967,Male,63,Cosmetics,5,203.3,Credit Card,8/8/2022,Kanyon,1016.5,2022-08-08,8,8,2022,2022-08,3,32
I304567,Male,30,Souvenir,2,23.46,Credit Card,8/3/2023,Forum Istanbul,46.92,2023-03-08,8,3,2023,2023-03,1,10
I232809,Male,66,Shoes,5,3000.85,Credit Card,2/10/2021,Metrocity,15004.25,2021-10-02,2,10,2021,2021-10,4,39
I157441,Female,23,Food & Beverage,4,20.92,Cash,22/12/2021,Mall of Istanbul,83.68,2021-12-22,22,12,2021,2021-12,4,51
I591015,Female,69,Clothing,1,300.08,Cash,12/9/2021,Metrocity,300.08,2021-09-12,12,9,2021,2021-09,3,36
I219334,Female,45,Shoes,4,2400.68,Credit Card,23/03/2022,Kanyon,9602.72,2022-03-23,23,3,2022,2022-03,1,12
I162719,Male,53,Clothing,5,1500.4,Credit Card,11/12/2021,Emaar Square Mall,7502.0,2021-12-11,11,12,2021,2021-12,4,49
I237375,Female,50,Books,1,15.15,Cash,29/12/2022,Istinye Park,15.15,2022-12-29,29,12,2022,2022-12,4,52
I289611,Female,45,Clothing,3,900.24,Debit Card,8/3/2023,Cevahir AVM,2700.7200000000003,2023-03-08,8,3,2023,2023-03,1,10
I217650,Female,47,Food & Beverage,3,15.69,Debit Card,10/2/2021,Forum Istanbul,47.07,2021-02-10,10,2,2021,2021-02,1,6
I214129,Female,36,Clothing,1,300.08,Debit Card,10/5/2021,Metrocity,300.08,2021-05-10,10,5,2021,2021-05,2,19
I300799,Female,61,Food & Beverage,3,15.69,Cash,6/3/2022,Metropol AVM,47.07,2022-03-06,6,3,2022,2022-03,1,9
I163771,Female,46,Toys,4,143.36,Credit Card,29/03/2021,Mall of Istanbul,573.44,2021-03-29,29,3,2021,2021-03,1,13
I252528,Male,47,Technology,5,5250.0,Debit Card,4/10/2022,Cevahir AVM,26250.0,2022-10-04,4,10,2022,2022-10,4,40
I147387,Female,38,Clothing,5,1500.4,Cash,4/11/2021,Mall of Istanbul,7502.0,2021-11-04,4,11,2021,2021-11,4,44
I186255,Female,41,Clothing,1,300.08,Credit Card,8/11/2022,Kanyon,300.08,2022-11-08,8,11,2022,2022-11,4,45
I308341,Male,29,Clothing,4,1200.32,Cash,17/05/2021,Istinye Park,4801.28,2021-05-17,17,5,2021,2021-05,2,20
I177664,Female,58,Cosmetics,3,121.98,Credit Card,16/06/2022,Kanyon,365.94,2022-06-16,16,6,2022,2022-06,2,24
I278519,Male,69,Technology,3,3150.0,Debit Card,24/09/2022,Cevahir AVM,9450.0,2022-09-24,24,9,2022,2022-09,3,38
I160636,Female,53,Cosmetics,4,162.64,Cash,4/4/2022,Metropol AVM,650.56,2022-04-04,4,4,2022,2022-04,2,14
I306136,Male,26,Food & Beverage,1,5.23,Cash,18/10/2022,Metrocity,5.23,2022-10-18,18,10,2022,2022-10,4,42
I240224,Male,53,Food & Beverage,1,5.23,Cash,16/10/2021,Mall of Istanbul,5.23,2021-10-16,16,10,2021,2021-10,4,41
I227030,Female,63,Clothing,4,1200.32,Credit Card,17/05/2021,Istinye Park,4801.28,2021-05-17,17,5,2021,2021-05,2,20
I258204,Female,54,Clothing,1,300.08,Credit Card,3/2/2023,Emaar Square Mall,300.08,2023-02-03,3,2,2023,2023-02,1,5
I231070,Female,54,Clothing,5,1500.4,Debit Card,15/11/2022,Forum Istanbul,7502.0,2022-11-15,15,11,2022,2022-11,4,46
I434983,Male,45,Souvenir,2,23.46,Credit Card,29/07/2021,Istinye Park,46.92,2021-07-29,29,7,2021,2021-07,3,30
I326925,Female,62,Toys,4,143.36,Credit Card,17/07/2021,Kanyon,573.44,2021-07-17,17,7,2021,2021-07,3,28
I183840,Female,18,Clothing,1,300.08,Credit Card,8/3/2022,Viaport Outlet,300.08,2022-03-08,8,3,2022,2022-03,1,10
